,FrL,FrR,OcR,target
203,-0.233,-0.2335,-0.1141875,0
204,-0.261875,-0.2676875,-0.1021875,0
205,-0.291375,-0.30775,-0.1144375,0
206,-0.31125,-0.3261875,-0.0826875,0
207,-0.333125,-0.3239375,-0.07,0
208,-0.3365,-0.31075,-0.084375,0
209,-0.314125,-0.2915,-0.0979375,0
210,-0.3200625,-0.28025,-0.138625,0
211,-0.325,-0.2765625,-0.1564375,0
212,-0.3165,-0.2573125,-0.166625,0
213,-0.3068125,-0.2480625,-0.18525,0
214,-0.32775,-0.2763125,-0.18331250000000002,0
215,-0.334125,-0.2709375,-0.1905625,0
216,-0.34218750000000003,-0.29231250000000003,-0.1914375,0
217,-0.3564375,-0.294,-0.1731875,0
218,-0.36512500000000003,-0.2960625,-0.17500000000000002,0
219,-0.398625,-0.314875,-0.1555,0
220,-0.39006250000000003,-0.339375,-0.141375,0
221,-0.3648125,-0.32837500000000003,-0.15006250000000002,0
222,-0.3308125,-0.2868125,-0.1070625,0
223,-0.29431250000000003,-0.253,-0.07775,0
224,-0.3055625,-0.2325,-0.057875,0
225,-0.36125,-0.2615,-0.07175000000000001,0
226,-0.444875,-0.3011875,-0.11143750000000001,0
227,-0.4453125,-0.3179375,-0.1214375,0
228,-0.3804375,-0.285625,-0.1134375,0
229,-0.34400000000000003,-0.2626875,-0.11081250000000001,0
230,-0.3414375,-0.24275,-0.1055,0
231,-0.2841875,-0.174125,-0.1030625,0
232,-0.2485,-0.1295625,-0.090375,0
233,-0.2139375,-0.09418750000000001,-0.0814375,0
234,-0.173625,-0.0971875,-0.098625,0
235,-0.1548125,-0.11787500000000001,-0.109875,0
236,-0.1361875,-0.131125,-0.1419375,0
237,-0.152125,-0.153125,-0.1805,0
238,-0.1578125,-0.1545625,-0.2005625,0
239,-0.1186875,-0.124625,-0.200875,0
240,-0.038625,-0.083125,-0.1953125,0
241,0.0208125,-0.0371875,-0.17675,0
242,0.0691875,0.0043125,-0.1570625,0
243,0.11275,0.0224375,-0.0965625,0
244,0.1320625,0.0661875,-0.0281875,0
245,0.143625,0.09406250000000001,0.023875,0
246,0.14100000000000001,0.10375000000000001,0.09125,0
247,0.14825,0.106875,0.09625,0
248,0.1536875,0.1053125,0.1028125,0
249,0.154875,0.0811875,0.12662500000000002,0
250,0.1575,0.0750625,0.15056250000000002,0
251,0.16275,0.0883125,0.2051875,0
252,0.12025,0.089625,0.2355625,0
253,0.1028125,0.1154375,0.208875,0
254,0.1415625,0.1721875,0.216,0
255,0.1980625,0.2494375,0.2061875,0
256,0.2421875,0.34775,0.18381250000000002,0
257,0.3015625,0.420125,0.18131250000000002,0
258,0.3595625,0.4734375,0.16668750000000002,0
259,0.4025,0.4886875,0.1690625,0
260,0.4171875,0.48531250000000004,0.21275,0
261,0.4296875,0.4665625,0.2413125,0
262,0.4125625,0.42512500000000003,0.304875,0
263,0.39125,0.41125,0.3181875,0
264,0.3624375,0.3873125,0.3160625,0
265,0.329625,0.351875,0.2886875,0
266,0.3195625,0.36762500000000004,0.2646875,0
267,0.319125,0.39275,0.2654375,0
268,0.318375,0.39725,0.290625,0
269,0.3283125,0.4019375,0.293625,0
270,0.33325,0.404375,0.326625,0
271,0.34425,0.4144375,0.29325,0
272,0.3566875,0.4164375,0.24281250000000001,0
273,0.3586875,0.3980625,0.19875,0
274,0.351375,0.3638125,0.1655,0
275,0.3641875,0.3483125,0.2028125,0
276,0.35775,0.3198125,0.2255,0
277,0.342875,0.30825,0.2241875,0
278,0.30262500000000003,0.283625,0.23575000000000002,0
279,0.2648125,0.2763125,0.2033125,0
280,0.2471875,0.2810625,0.16725,0
281,0.2479375,0.266,0.1198125,0
282,0.247625,0.251,0.0606875,0
283,0.2046875,0.2230625,0.0458125,0
284,0.1839375,0.18181250000000002,0.0715625,0
285,0.145,0.138375,0.0896875,0
286,0.089,0.09456250000000001,0.1371875,0
287,0.015375,0.043437500000000004,0.1260625,0
288,-0.0275,0.0126875,0.090625,0
289,-0.054,-0.033,0.0839375,0
290,-0.0769375,-0.059375000000000004,0.05575,0
291,-0.0690625,-0.0414375,0.078625,0
292,-0.073125,-0.0474375,0.11225,0
293,-0.0818125,-0.043375000000000004,0.1366875,0
294,-0.10300000000000001,-0.0455625,0.160625,0
295,-0.090625,-0.0300625,0.1630625,0
296,-0.07818750000000001,-0.0283125,0.1496875,0
297,-0.078,-0.0063750000000000005,0.1474375,0
298,-0.059812500000000005,-0.0093125,0.114125,0
299,-0.03825,-0.0233125,0.10212500000000001,0
300,-0.0314375,-0.0205,0.073375,0
301,-0.042875,-0.0341875,0.0338125,0
302,-0.0429375,-0.0391875,0.02475,0
303,-0.0341875,-0.02925,-0.003,0
304,-0.0375,-0.021562500000000002,-0.0281875,0
305,-0.0365625,-0.024,-0.0491875,0
306,-0.035750000000000004,-0.02375,-0.0804375,0
307,-0.0344375,-0.014812500000000001,-0.0731875,0
308,-0.03925,-0.025750000000000002,-0.0776875,0
309,-0.0643125,-0.0675625,-0.1138125,0
310,-0.0895,-0.10425,-0.1226875,0
311,-0.1093125,-0.1151875,-0.149375,0
312,-0.138875,-0.1445625,-0.182,0
313,-0.146875,-0.157,-0.201,0
314,-0.1620625,-0.1730625,-0.22337500000000002,0
315,-0.193375,-0.2076875,-0.2298125,0
316,-0.19868750000000002,-0.2331875,-0.22868750000000002,0
317,-0.2035625,-0.2420625,-0.22743750000000001,0
318,-0.19775,-0.27525,-0.2131875,0
319,-0.212875,-0.291625,-0.2351875,0
320,-0.2063125,-0.29675,-0.2403125,0
321,-0.2008125,-0.2826875,-0.23,0
322,-0.2038125,-0.274,-0.2391875,0
323,-0.22175,-0.273625,-0.2325625,0
324,-0.247,-0.288375,-0.23068750000000002,0
325,-0.2533125,-0.315,-0.23550000000000001,0
326,-0.2608125,-0.31193750000000003,-0.2080625,0
327,-0.2929375,-0.2969375,-0.2114375,0
328,-0.313875,-0.27187500000000003,-0.2136875,0
329,-0.3175625,-0.242125,-0.2089375,0
330,-0.3223125,-0.23800000000000002,-0.2360625,0
331,-0.330625,-0.2189375,-0.22693750000000001,0
332,-0.3025625,-0.21306250000000002,-0.2168125,0
333,-0.2911875,-0.235625,-0.23600000000000002,0
334,-0.2728125,-0.2515,-0.2245625,0
335,-0.27568750000000003,-0.2559375,-0.2390625,0
336,-0.2921875,-0.2753125,-0.2705625,0
337,-0.292875,-0.303375,-0.27125,0
338,-0.3041875,-0.3289375,-0.2755625,0
339,-0.32725,-0.353625,-0.2604375,0
340,-0.3180625,-0.38875,-0.2720625,0
341,-0.2829375,-0.43743750000000003,-0.2876875,0
342,-0.2728125,-0.47525,-0.2956875,0
343,-0.304125,-0.4639375,-0.3296875,0
344,-0.3144375,-0.43593750000000003,-0.3606875,0
345,-0.30175,-0.408375,-0.3471875,0
346,-0.2735,-0.3751875,-0.352,0
347,-0.2529375,-0.3424375,-0.2935,0
348,-0.22575,-0.3229375,-0.2529375,0
349,-0.1749375,-0.2719375,-0.21075,0
350,-0.12625,-0.225875,-0.164625,0
351,-0.079375,-0.1520625,-0.1370625,0
352,-0.060875,-0.0974375,-0.1011875,0
353,-0.0428125,-0.046875,-0.0663125,0
354,-0.0125625,0.0011250000000000001,-0.057,0
355,0.013000000000000001,0.0401875,-0.031875,0
356,0.02825,0.0565,-0.014750000000000001,0
357,0.03325,0.059187500000000004,-0.0051875,0
358,0.0159375,-0.0116875,-0.0043125,0
359,-0.020125,-0.0744375,-0.03,0
360,-0.037125,-0.13293750000000001,-0.0718125,0
361,-0.066,-0.1600625,-0.0875625,0
362,-0.1289375,-0.2205,-0.1393125,0
363,-0.167375,-0.25325000000000003,-0.1633125,0
364,-0.1536875,-0.200625,-0.1615625,0
365,-0.1133125,-0.1229375,-0.1730625,0
366,-0.0525,-0.051375000000000004,-0.135875,0
367,0.023,-0.00775,-0.1023125,0
368,0.0674375,0.0466875,-0.0873125,0
369,0.092875,0.10362500000000001,-0.06575,0
370,0.1074375,0.139625,-0.072875,0
371,0.1466875,0.168875,-0.0501875,0
372,0.20500000000000002,0.2380625,0.0060625,0
373,0.2551875,0.2995,0.0860625,0
374,0.26125,0.32256250000000003,0.141625,0
375,0.26737500000000003,0.3234375,0.12512500000000001,0
376,0.2626875,0.3025,0.1303125,0
377,0.246,0.29825,0.1536875,0
378,0.21356250000000002,0.2905,0.1578125,0
379,0.20175,0.2811875,0.17775,0
380,0.200625,0.2728125,0.17550000000000002,0
381,0.2154375,0.2441875,0.1566875,0
382,0.242125,0.22718750000000001,0.1754375,0
383,0.2114375,0.2228125,0.1733125,0
384,0.169375,0.24381250000000002,0.1593125,0
385,0.0870625,0.2193125,0.1688125,0
386,-0.01675,0.124375,0.139375,0
387,-0.093,0.014375,0.1178125,0
388,-0.1613125,-0.1145,0.097875,0
389,-0.2049375,-0.23625000000000002,0.0685,0
390,-0.2345625,-0.3208125,0.0580625,0
391,-0.211125,-0.3626875,0.0338125,0
392,-0.18056250000000001,-0.3276875,0.01425,0
393,-0.1131875,-0.2545,0.0284375,0
394,-0.0455,-0.1559375,0.0526875,0
395,0.055125,-0.0361875,0.109125,0
396,0.12325,0.06975,0.1301875,0
397,0.1633125,0.14275000000000002,0.13,0
398,0.192375,0.18281250000000002,0.147875,0
399,0.2398125,0.224625,0.1450625,0
400,0.283875,0.2608125,0.1345625,0
401,0.339375,0.328125,0.1413125,0
402,0.339875,0.3608125,0.10981250000000001,0
403,0.3454375,0.374625,0.0813125,0
404,0.35475,0.3721875,0.06281250000000001,0
405,0.362875,0.36275,0.0448125,0
406,0.375125,0.36162500000000003,0.05525,0
407,0.3821875,0.3906875,0.0428125,0
408,0.37825000000000003,0.3854375,0.045875,0
409,0.35050000000000003,0.3769375,0.0249375,0
410,0.296625,0.3765625,-0.0141875,0
411,0.1875,0.35681250000000003,-0.075875,0
412,0.1463125,0.3180625,-0.1245625,0
413,0.1765625,0.28375,-0.147375,0
414,0.12637500000000002,0.16418750000000001,-0.1478125,0
415,0.0363125,0.0345625,-0.1943125,0
416,-0.037875,-0.0908125,-0.23,0
417,-0.1040625,-0.234625,-0.2280625,0
418,-0.1540625,-0.31925000000000003,-0.2328125,0
419,-0.1459375,-0.3836875,-0.19087500000000002,0
420,-0.12712500000000002,-0.35381250000000003,-0.1189375,0
421,-0.137625,-0.2264375,-0.056,0
422,-0.1186875,-0.104625,0.020375,0
423,-0.06075,0.014875000000000001,0.0555625,0
424,0.0019375,0.1045,0.0854375,0
425,0.0565,0.167875,0.1385,0
426,0.1059375,0.217375,0.1555,0
427,0.1613125,0.256375,0.175625,0
428,0.19993750000000002,0.26725,0.1925625,0
429,0.233375,0.264,0.1946875,0
430,0.2345625,0.2360625,0.1939375,0
431,0.239875,0.243125,0.17981250000000001,0
432,0.2538125,0.2808125,0.1885625,0
433,0.2841875,0.3254375,0.21356250000000002,0
434,0.2824375,0.3194375,0.1626875,0
435,0.271625,0.3025625,0.134125,0
436,0.2723125,0.2835625,0.0971875,0
437,0.2851875,0.2899375,0.0914375,0
438,0.3134375,0.325,0.09381250000000001,0
439,0.3393125,0.382125,0.0884375,0
440,0.3258125,0.4126875,0.0765625,0
441,0.316625,0.386625,0.0983125,0
442,0.3300625,0.38356250000000003,0.1009375,0
443,0.307,0.33875,0.097875,0
444,0.236375,0.2715,0.054625,0
445,0.2229375,0.239125,0.0159375,0
446,0.22312500000000002,0.22037500000000002,0.0378125,0
447,0.2233125,0.15475,0.02125,0
448,0.2530625,0.1059375,0.0325,0
449,0.2343125,0.0075625,0.0381875,0
450,0.202,-0.059687500000000004,0.0271875,0
451,0.2039375,-0.07575,0.078,0
452,0.2010625,-0.069875,0.136375,0
453,0.19025,-0.013625,0.1871875,0
454,0.180375,0.0464375,0.2591875,0
455,0.199375,0.0936875,0.2936875,0
456,0.2023125,0.126,0.315625,0
457,0.2015,0.15975,0.3503125,0
458,0.232875,0.2321875,0.347875,0
459,0.2456875,0.2906875,0.368,0
460,0.26025,0.33125,0.3565,0
461,0.255,0.3446875,0.311625,0
462,0.21775,0.3218125,0.26575,0
463,0.226625,0.33187500000000003,0.2014375,0
464,0.2351875,0.3278125,0.16693750000000002,0
465,0.2204375,0.32,0.1285625,0
466,0.1635625,0.2998125,0.07150000000000001,0
467,0.150625,0.27625,0.064875,0
468,0.1775625,0.2250625,0.0334375,0
469,0.1873125,0.1525,-0.0090625,0
470,0.1710625,0.094375,0.0070625,0
471,0.16925,0.0853125,0.057375,0
472,0.16775,0.0808125,0.1218125,0
473,0.1723125,0.1089375,0.1794375,0
474,0.167,0.1461875,0.16643750000000002,0
475,0.175625,0.1538125,0.1825,0
476,0.185625,0.1925,0.2049375,0
477,0.18962500000000002,0.245375,0.2141875,0
478,0.1910625,0.29712500000000003,0.2471875,0
479,0.21325,0.3105625,0.252625,0
480,0.225875,0.347625,0.27825,0
481,0.231,0.366,0.3300625,0
482,0.228,0.381375,0.34475,0
483,0.224375,0.38806250000000003,0.356625,0
484,0.2354375,0.38075000000000003,0.3586875,0
485,0.25,0.3756875,0.33025,0
486,0.24531250000000002,0.3468125,0.280375,0
487,0.2080625,0.2990625,0.2185625,0
488,0.169875,0.254,0.1458125,0
489,0.079625,0.2198125,0.091125,0
490,-0.0605625,0.1583125,0.008,0
491,-0.12375,0.0895,-0.039375,0
492,-0.095375,-0.014750000000000001,-0.07993750000000001,0
493,-0.0451875,-0.091625,-0.088375,0
494,0.01875,-0.153625,-0.0314375,0
495,0.043812500000000004,-0.2180625,0.0159375,0
496,0.069125,-0.22818750000000002,0.0540625,0
497,0.115875,-0.109875,0.135125,0
498,0.163125,0.0169375,0.177875,0
499,0.19593750000000001,0.0898125,0.2493125,0
500,0.2,0.120375,0.293625,0
501,0.17675,0.146,0.30275,0
502,0.16743750000000002,0.176875,0.321625,0
503,0.1319375,0.180375,0.301,0
504,0.12075,0.183375,0.2720625,0
505,0.116,0.19012500000000002,0.282125,0
506,0.1188125,0.211,0.260625,0
507,0.1293125,0.2321875,0.259875,0
508,0.159,0.2506875,0.266125,0
509,0.1714375,0.2395625,0.26637500000000003,0
510,0.1713125,0.2325,0.2471875,0
511,0.1705,0.21156250000000001,0.19025,0
512,0.193,0.2155,0.152375,0
513,0.2091875,0.2055625,0.130375,0
514,0.187,0.1739375,0.0743125,0
515,0.16925,0.1365,0.051375000000000004,0
516,0.15862500000000002,0.139125,0.0395625,0
517,0.161625,0.1588125,0.0535625,0
518,0.1694375,0.1701875,0.0601875,0
519,0.14881250000000001,0.168,0.0224375,0
520,0.146625,0.1731875,-0.00425,0
521,0.112375,0.139375,0.000875,0
522,0.0801875,0.1015,-0.0188125,0
523,0.051312500000000004,0.0563125,-0.0005,0
524,0.032875,0.0528125,0.011,0
525,0.014875000000000001,0.0604375,-0.009375,0
526,-0.01725,0.02675,-0.016625,0
527,-0.010875000000000001,-0.018375,-0.0835,0
528,0.0051875,-0.06525,-0.10125,0
529,-0.006,-0.1214375,-0.1051875,0
530,-0.0463125,-0.1595,-0.13275,0
531,-0.063875,-0.19575,-0.133625,0
532,-0.0775,-0.2043125,-0.1194375,0
533,-0.100125,-0.1886875,-0.073,0
534,-0.1549375,-0.1839375,-0.0395625,0
535,-0.226125,-0.2235,-0.0714375,0
536,-0.279125,-0.2681875,-0.106125,0
537,-0.2719375,-0.29581250000000003,-0.1411875,0
538,-0.2905,-0.309625,-0.16975,0
539,-0.31625000000000003,-0.291125,-0.11375,0
540,-0.34450000000000003,-0.2779375,-0.0579375,0
541,-0.3420625,-0.262625,-0.022125,0
542,-0.2935,-0.2464375,0.043312500000000004,0
543,-0.22337500000000002,-0.19793750000000002,0.0759375,0
544,-0.15637500000000001,-0.16593750000000002,0.0843125,0
545,-0.1171875,-0.1730625,0.1039375,0
546,-0.1075,-0.17825,0.0988125,0
547,-0.096625,-0.1373125,0.095875,0
548,-0.1105,-0.0884375,0.1128125,0
549,-0.1044375,-0.067875,0.13575,0
550,-0.0865625,-0.059500000000000004,0.167375,0
551,-0.005875,0.0239375,0.2125,0
552,0.0655625,0.11862500000000001,0.251875,0
553,0.108625,0.18381250000000002,0.27975,0
554,0.128125,0.1910625,0.236125,0
555,0.1403125,0.1625,0.2080625,0
556,0.132375,0.133375,0.1723125,0
557,0.1016875,0.0895,0.1078125,0
558,0.066375,0.09581250000000001,0.092125,0
559,0.048125,0.0854375,0.0776875,0
560,0.051687500000000004,0.0733125,0.0694375,0
561,0.0615,0.018625,0.053,0
562,0.0729375,0.014,0.0498125,0
563,0.0381875,-0.0016250000000000001,0.0743125,0
564,-0.0185625,0.01,0.088625,0
565,-0.0393125,-0.00275,0.090875,0
566,-0.0285,0.0013125,0.1173125,0
567,-0.0121875,0.006875,0.1315625,0
568,0.0026875000000000002,-0.0104375,0.1410625,0
569,0.00425,-0.021750000000000002,0.166125,0
570,-0.0224375,-0.0408125,0.15125,0
571,-0.043625000000000004,-0.073625,0.1514375,0
572,-0.0655625,-0.0853125,0.1246875,0
573,-0.0685,-0.0768125,0.0868125,0
574,-0.1025625,-0.1025625,0.0934375,0
575,-0.1179375,-0.09875,0.08712500000000001,0
576,-0.10725,-0.11800000000000001,0.079375,0
577,-0.0976875,-0.12787500000000002,0.0611875,0
578,-0.099875,-0.08775000000000001,0.0186875,0
579,-0.1051875,-0.046375,0.0115625,0
580,-0.098375,-0.00675,0.02375,0
581,-0.0774375,0.0068125,-0.0053750000000000004,0
582,-0.0669375,-0.0385,-0.0205625,0
583,-0.0366875,-0.031125,-0.020875,0
584,-0.035375000000000004,-0.0185,-0.0191875,0
585,0.0032500000000000003,0.01125,-0.0188125,0
586,0.0241875,0.021687500000000002,-0.031375,0
587,0.025687500000000002,0.029562500000000002,-0.013875,0
588,0.0279375,0.0415625,0.0036875000000000002,0
589,0.0235,0.06268750000000001,0.0029375,0
590,0.02725,0.0620625,0.0363125,0
591,0.035687500000000004,0.078875,0.0404375,0
592,0.03725,0.0755,0.0426875,0
593,0.0328125,0.06625,0.059812500000000005,0
594,0.018625,0.0763125,0.0485625,0
595,-0.0246875,0.05325,0.057375,0
596,-0.085,0.013000000000000001,0.0448125,0
597,-0.11937500000000001,-0.0376875,0.002875,0
598,-0.1195625,-0.0619375,0.0080625,0
599,-0.094,-0.0880625,0.0004375,0
600,-0.0809375,-0.0865625,-0.0101875,0
601,-0.0625,-0.06225,-0.01425,0
